Prscrbr_NPI,Prscrbr_Last_Org_Name,Prscrbr_First_Name,Prscrbr_City,Prscrbr_State_Abrvtn,Prscrbr_Type,Tot_Clms,Tot_Benes,Tot_Drug_Cst,Tot_Day_Suply,Tot_30day_Fills,Brnd_Tot_Clms,Gnrc_Tot_Clms,Brnd_Tot_Drug_Cst,Gnrc_Tot_Drug_Cst,Opioid_Tot_Clms,Opioid_Tot_Drug_Cst,Opioid_Prscrbr_Rate,Antbtc_Tot_Clms,Bene_Avg_Age,Bene_Avg_Risk_Scre,_is_injected_anomaly
1000000084,Miller,Anna,City_364,NJ,Physician Assistant,978,329,35944.93,29223,974.1,271,707,21912.44,12992.37,97,3941.83,9.92,56,71.3,0.95,0
1000000085,Brown,Daniel,City_349,NC,Oncology,1092,339,162078.79,27968,932.3,514,578,167837.63,42894.48,93,3914.55,8.52,109,66.7,1.886,0
1000000086,Miller,John,City_117,NJ,Psychiatry,1892,450,102744.33,84427,2814.2,538,1354,64274.94,36764.23,71,3147.76,3.75,194,66.5,0.903,0
1000000087,Kim,Ahmed,City_232,TN,Nurse Practitioner,363,99,17319.68,10491,349.7,34,329,3568.9,7848.73,31,1596.15,8.54,35,78.7,1.548,0
1000000088,Thomas,Wei,City_396,OH,Nurse Practitioner,428,162,19926.3,15181,506.0,15,413,1536.37,9613.98,42,1268.04,9.81,42,74.4,1.163,0
1000000089,Martinez,David,City_335,MA,Internal Medicine,234,88,14295.42,8691,289.7,42,192,5644.86,5864.79,9,408.99,3.85,10,76.6,1.107,0
1000000090,Martinez,Wei,City_340,TN,Family Practice,293,78,14532.59,10890,363.0,65,228,7092.7,5654.32,14,422.02,4.78,23,68.9,0.887,0
1000000091,Shah,Sofia,City_275,TX,Physician Assistant,374,103,17067.06,11931,397.7,58,316,5822.88,7210.15,32,1031.33,8.56,39,65.3,1.132,0
1000000092,Smith,Emily,City_60,WA,Nurse Practitioner,204,77,7168.78,8430,281.0,46,158,3556.28,2776.15,17,942.22,8.33,10,73.1,0.939,0
1000000093,Davis,Wei,City_322,WI,Cardiology,1870,726,216143.39,52088,1736.3,490,1380,124600.31,79753.44,146,6840.63,7.81,109,81.5,1.442,0
1000000094,Khan,Maria,City_21,MI,Internal Medicine,311,80,15924.18,8730,291.0,63,248,7096.76,6349.19,31,654.01,9.97,20,69.8,1.247,0
1000000095,Rao,Priya,City_304,IL,Pain Management,789,295,50901.35,28596,953.2,229,560,32502.03,18063.85,297,16370.61,37.64,51,72.6,1.232,0
1000000096,Rao,John,City_40,FL,Family Practice,432,154,33498.72,18426,614.2,87,345,14841.79,13376.22,11,634.45,2.55,45,62.1,1.046,0
1000000097,Martinez,Daniel,City_316,IN,Nurse Practitioner,292,75,15586.66,9302,310.1,60,232,7046.02,6191.96,19,1048.93,6.51,12,74.7,1.286,0
1000000098,Lopez,Grace,City_69,VA,Family Practice,1375,276,23675.64,39175,1305.8,176,1199,6667.06,10322.58,0,0.0,0.0,143,71.2,0.827,0
1000000099,Garcia,Daniel,City_22,NY,Family Practice,492,189,28885.53,12825,427.5,95,397,12270.48,11654.02,14,542.93,2.85,17,70.3,1.071,0
1000000100,Thomas,James,City_122,IL,Neurology,747,149,94270.09,32748,1091.6,384,363,106612.28,22904.98,15,887.03,2.01,22,78.9,0.46,0
1000000101,Thomas,Priya,City_246,VA,Oncology,903,328,189074.03,36678,1222.6,515,388,237232.42,40620.56,0,0.0,0.0,26,75.3,1.388,0
1000000102,Garcia,Robert,City_292,NY,Nurse Practitioner,457,103,28292.28,17694,589.8,41,416,5584.17,12877.01,4,144.95,0.88,23,60.3,1.34,0
1000000103,Johnson,James,City_119,AZ,Cardiology,1157,306,168544.28,47904,1596.8,385,772,123385.49,56229.99,74,2619.44,6.4,36,70.1,1.619,0
1000000104,Miller,Grace,City_27,AZ,Physician Assistant,362,124,16087.77,10460,348.7,70,292,6843.97,6488.44,32,1050.34,8.84,21,75.4,1.169,0
1000000105,Cohen,Emily,City_54,MI,Nurse Practitioner,788,150,38707.56,31065,1035.5,145,643,15669.69,15792.49,68,2930.1,8.63,45,70.4,1.756,0
1000000106,Garcia,Maria,City_237,NJ,Psychiatry,418,104,26376.62,12551,418.4,100,318,13882.43,10033.21,21,810.28,5.02,14,72.7,1.342,0
1000000107,Cohen,Anna,City_346,NC,Endocrinology,895,225,101239.64,39877,1329.2,542,353,134880.61,19965.14,36,1954.58,4.02,58,79.3,1.713,0
1000000108,Patel,Emily,City_363,MI,Nurse Practitioner,439,157,28542.68,11974,399.1,88,351,12587.39,11410.57,33,784.21,7.52,50,74.7,0.877,0
1000000109,Wilson,Mary,City_262,VA,Cardiology,689,170,66204.46,25241,841.4,213,476,45026.72,22868.89,53,1917.41,7.69,73,78.5,1.272,0
1000000110,Smith,Raj,City_167,PA,Pain Management,523,197,47908.57,14983,499.4,138,385,27810.79,17633.65,188,3840.77,35.95,56,72.5,1.149,0
1000000111,Brown,Wei,City_248,OH,Physician Assistant,1138,246,43378.39,50936,1697.9,296,842,24822.5,16047.72,89,4736.38,7.82,51,68.5,1.443,0
1000000112,Khan,Anna,City_392,NY,Family Practice,350,121,19848.87,12371,412.4,41,309,5115.34,8761.86,13,778.59,3.71,23,69.2,1.514,0
1000000113,Patel,Raj,City_384,NJ,Dermatology,863,341,56678.52,37303,1243.4,302,561,43635.24,18422.16,12,608.16,1.39,24,64.5,1.438,0
1000000114,Chen,David,City_90,MO,Family Practice,372,118,22064.87,13399,446.6,88,284,11483.23,8422.61,0,0.0,0.0,19,70.6,1.22,0
1000000115,Martinez,John,City_131,NY,Pain Management,500,102,10183.4,17272,575.7,130,370,5824.91,3767.86,186,11073.97,37.2,30,75.2,1.742,0
1000000116,Wilson,Maria,City_330,NC,Physician Assistant,598,145,50633.99,18000,600.0,122,476,22726.02,20151.99,66,1378.17,11.04,28,76.3,1.163,0
1000000117,Miller,Daniel,City_21,WA,Family Practice,330,105,11536.43,9703,323.4,50,280,3845.48,4894.24,29,916.22,8.79,18,71.7,1.156,0
1000000118,Shah,Omar,City_261,NY,Nurse Practitioner,911,188,154206.62,32374,1079.1,172,739,64052.44,8828.72,25,822.35,2.74,69,62.1,1.577,1
1000000119,Garcia,James,City_52,MD,Physician Assistant,190,42,10107.59,8382,279.4,48,142,5617.69,3777.05,13,722.44,6.84,17,66.2,1.627,0
1000000120,Kim,Maria,City_216,MO,Family Practice,951,366,32118.97,30908,1030.3,205,746,15232.02,12597.66,52,1329.4,5.47,68,71.5,1.174,0
1000000121,Khan,Michael,City_301,MO,Oncology,949,208,324549.58,36715,1223.8,439,510,330295.03,87207.74,44,1114.76,4.64,44,68.2,1.047,0
1000000122,Miller,Daniel,City_16,PA,Physician Assistant,3906,1170,218672.52,109214,3640.5,692,3214,85229.66,89965.88,507,28853.95,12.98,331,69.8,1.207,0
1000000123,Brown,David,City_243,CA,Cardiology,417,133,40994.83,15682,522.7,124,293,26818.68,14402.26,38,1837.27,9.11,15,62.2,1.043,0
1000000124,Shah,Susan,City_233,GA,Pain Management,343,115,5834.45,9743,324.8,46,297,1721.42,2526.0,124,3756.02,36.15,37,65.3,1.661,0
1000000125,Kim,Emily,City_72,MD,Internal Medicine,789,143,59390.91,26239,874.6,278,511,46037.36,19232.42,64,2488.95,8.11,54,79.5,1.349,0
1000000126,Wilson,Susan,City_28,VA,Internal Medicine,635,218,26429.62,18800,626.7,265,370,24265.3,7699.97,48,2207.09,7.56,59,66.7,0.773,0
1000000127,Shah,James,City_36,NY,Nurse Practitioner,689,146,45836.72,22796,759.9,164,525,24002.74,17463.19,12,364.32,1.74,27,66.1,1.278,0
1000000128,Patel,Mary,City_253,GA,Internal Medicine,384,127,10619.2,15875,529.2,145,239,8821.68,3304.67,15,436.84,3.91,22,69.9,0.748,0
1000000129,Wilson,Emily,City_250,OH,Nurse Practitioner,973,308,51646.35,35019,1167.3,310,663,36200.22,17595.85,63,3064.76,6.47,69,73.8,0.921,0
1000000130,Lee,Ahmed,City_211,MO,Neurology,1308,405,159598.56,33768,1125.6,566,742,151935.88,45268.4,46,1319.04,3.52,104,77.2,0.591,0
1000000131,Khan,Ahmed,City_190,AZ,Psychiatry,1011,240,103565.01,30568,1018.9,318,693,71665.76,35494.83,60,2312.1,5.93,101,79.0,1.174,0
1000000132,Miller,Maria,City_26,TX,Nurse Practitioner,634,177,26084.32,25947,864.9,96,538,8689.29,11067.32,49,2082.02,7.73,47,71.4,1.878,0
1000000133,Brown,Raj,City_88,AZ,Internal Medicine,613,124,22635.49,25928,864.3,102,511,8286.14,9434.53,0,0.0,0.0,24,64.8,1.25,0
1000000134,Shah,Susan,City_364,WI,Neurology,1465,269,158015.95,58895,1963.2,560,905,132884.4,48806.97,1252,1466.94,85.46,65,74.5,1.339,1
1000000135,Chen,Robert,City_182,IL,Nurse Practitioner,2753,599,143426.61,69212,2307.1,471,2282,53984.25,59444.15,240,5231.34,8.72,207,66.5,1.033,0
1000000136,Rao,James,City_191,AZ,Neurology,1506,470,168370.02,59483,1982.8,619,887,152248.54,49583.07,70,2424.57,4.65,50,79.3,1.575,0
1000000137,Anderson,Anna,City_293,IN,Cardiology,666,250,41252.11,18403,613.4,243,423,33113.18,13100.33,16,759.14,2.4,21,69.4,1.166,0
1000000138,Anderson,James,City_154,TN,Cardiology,1086,268,72259.58,47413,1580.4,297,789,43475.51,26248.99,0,0.0,0.0,111,69.6,1.026,0
1000000139,Thomas,Raj,City_70,WI,Physician Assistant,542,122,23920.15,22185,739.5,55,487,5340.11,10746.42,48,2264.29,8.86,34,69.5,1.158,0
1000000140,Wilson,Mary,City_85,CA,Pain Management,1768,648,159158.34,63011,2100.4,252,1516,49908.02,68236.44,767,39168.8,43.38,145,69.7,1.588,0
1000000141,Rao,James,City_206,WI,Psychiatry,326,91,24439.16,10841,361.4,92,234,15173.27,8771.11,7,336.65,2.15,23,70.8,1.534,0
1000000142,Nguyen,James,City_398,MO,Nurse Practitioner,233,51,13871.59,7744,258.1,13,220,1702.69,6548.82,18,707.51,7.73,27,63.9,0.868,0
1000000143,Lee,Carlos,City_391,WA,Physician Assistant,2125,841,140154.48,64323,2144.1,149,1976,21620.06,65163.59,87,3811.02,4.09,157,70.5,1.261,0
1000000144,Shah,Robert,City_339,GA,Nurse Practitioner,573,215,20073.22,20421,680.7,194,379,14951.57,6638.52,21,886.67,3.66,50,77.2,1.366,0
1000000145,Patel,Priya,City_5,WI,Dermatology,2402,643,145490.09,85619,2854.0,902,1500,120195.9,45427.8,106,5870.09,4.41,285,65.8,1.281,0
1000000146,Kim,Michael,City_20,TX,Family Practice,682,262,44320.94,18418,613.9,127,555,18157.29,18033.81,32,1802.91,4.69,51,66.7,1.34,0
1000000147,Smith,Wei,City_396,MA,Nurse Practitioner,240,74,12904.43,6524,217.5,73,167,8635.21,4489.66,26,920.43,10.83,29,73.7,0.88,0
1000000148,Chen,James,City_159,NY,Cardiology,892,265,91218.9,27033,901.1,267,625,60069.49,31957.3,0,0.0,0.0,39,70.4,1.699,0
1000000149,Nguyen,Wei,City_57,FL,Neurology,584,207,81382.18,17574,585.8,271,313,83082.29,21808.75,38,1207.09,6.51,25,71.6,1.424,0
1000000150,Smith,Maria,City_240,PA,Internal Medicine,1010,213,85676.95,36239,1208.0,151,859,28180.08,36433.91,23,1368.07,2.28,120,73.0,1.716,0
1000000151,Miller,Daniel,City_206,GA,Physician Assistant,479,115,17763.27,19861,662.0,146,333,11911.4,6174.5,42,2223.75,8.77,46,70.3,0.869,0
1000000152,Khan,Priya,City_323,WI,Rheumatology,604,137,146831.89,17476,582.5,436,168,233180.71,20420.33,0,0.0,0.0,65,76.7,1.35,0
1000000153,Nguyen,Daniel,City_332,NC,Pain Management,536,110,54417.72,16939,564.6,106,430,23675.77,21828.0,184,6502.69,34.33,33,69.4,0.969,0
1000000154,Martinez,Maria,City_319,PA,Oncology,284,100,1420.0,7866,262.2,174,110,1914.0,275.0,22,1171.01,7.75,31,62.2,1.479,0
1000000155,Shah,Mary,City_72,MI,Neurology,1234,382,145681.81,42796,1426.5,549,685,142588.73,40434.38,39,1557.5,3.16,49,73.5,1.021,0
1000000156,Rao,Sofia,City_327,MI,Nurse Practitioner,704,278,29182.61,25312,843.7,129,575,11764.24,11917.61,37,1082.49,5.26,19,72.3,1.331,0
1000000157,Johnson,Carlos,City_333,NY,Nurse Practitioner,1491,527,7455.0,63130,2104.3,249,1242,2739.0,3105.0,119,5036.07,7.98,128,66.7,1.412,0
1000000158,Garcia,Ahmed,City_42,NY,Internal Medicine,555,177,20731.03,19395,646.5,89,466,7313.76,8703.3,33,1235.58,5.95,61,77.2,1.102,0
1000000159,Shah,Priya,City_124,GA,Family Practice,1189,383,87599.79,34970,1165.7,237,952,38414.24,35069.39,86,3695.21,7.23,43,66.4,1.079,0
1000000160,Chen,Emily,City_391,MD,Internal Medicine,1258,457,17665.45,56479,1882.6,398,860,12295.6,6038.27,62,3655.49,4.93,53,78.3,0.969,0
1000000161,Martinez,Emily,City_192,NJ,Dermatology,405,96,53088.99,17805,593.5,118,287,34029.39,18810.54,13,560.78,3.21,17,71.2,1.361,0
1000000162,Martinez,James,City_181,AZ,Physician Assistant,537,186,22786.34,17134,571.1,90,447,8401.67,9483.7,42,1693.8,7.82,44,85.6,0.974,0
1000000163,Nguyen,Robert,City_285,TN,Family Practice,1604,563,39638.14,70159,2338.6,687,917,37349.81,11330.48,81,4780.7,5.05,113,72.0,1.38,0
1000000164,Nguyen,Robert,City_33,MD,Psychiatry,163,37,16385.2,5164,172.1,45,118,9951.74,5930.84,7,398.25,4.29,4,70.2,1.02,0
